word,category,section,subcategory,phonetic,part_of_speech,meaning_cn,example_en,example_cn,source,difficulty
saddle,IELTS_BOOK,Chapter 3 动物保护,动物保护,,v.,"鞍,马鞍,车座get into the~上马",,,bible List8,1
bark,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,"/v. 狗等）吠,大声嚷；树皮",,,bible List9,1
microbe,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,微生物microbiology微生物学,,,bible List9,1
roar,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,/v. 吼叫，咆哮,,,bible List9,1
metabolism,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,新陈代谢 metabolic adj.,,,bible List9,1
rub,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,/v. 困难，障碍；擦，摩擦,,,bible List9,1
secrete,IELTS_BOOK,Chapter 3 动物保护,动物保护,,v.,分泌. secret n.秘密,,,bible List9,1
creep,IELTS_BOOK,Chapter 3 动物保护,动物保护,,v.,爬行；悄悄地缓慢行进,,,bible List9,1
excrete,IELTS_BOOK,Chapter 3 动物保护,动物保护,,v.,.排泄；分泌excretion排泄物,,,bible List9,1
crawl,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,爬，爬行；卑躬屈膝，巴结,,,bible List9,1
devour,IELTS_BOOK,Chapter 3 动物保护,动物保护,,v.,"吞食,狼吞虎咽地吃.de加强vour吃",,,bible List9,1
habitat,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,"栖息地 inhabitant 居民,栖息动物",,,bible List9,1
instinct,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,本能直觉.follow one's ~+s,,,bible List9,1
nest,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,巢，窝，穴,,,bible List9,1
intuitive,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,直觉的.,,,bible List9,1
hive,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,"/v. 蜂房,忙的场所;（使蜂）入箱,密集群居",,,bible List9,1
intuition,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,直觉,,,bible List9,1
cell,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,蜂房巢室；细胞；单人牢房,,,bible List9,1
potential,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,/adj 潜力，潜在的,,,bible List9,1
cage,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,笼子,,,bible List9,1
intelligence,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,"智慧,情报artificial~Al人工智能",,,bible List9,1
stable,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,/adj. 马厩；牛棚adj.稳定的；稳固的,,,bible List9,1
functional,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,功能的；起作用的,,,bible List9,1
barn,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,谷仓；牲口棚,,,bible List9,1
sensitive,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,灵敏/过敏的be~to对..敏感/过敏,,,bible List9,1
hedge,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,树篱；障碍物,,,bible List9,1
flexible,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,"可弯曲的,灵活的 flexibility n.",,,bible List9,1
barrier,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,障碍；屏障，障碍物,,,bible List9,1
acoustic,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,听觉的；声音的,,,bible List9,1
bar,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,栅，栏杆；条，长块,,,bible List9,1
optical,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,视觉的；光学的,,,bible List9,1
anatomy,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,解剖学.anatomical adj.anatomist,,,bible List9,1
nocturnal,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,夜间活动的. noct夜 ist人,,,bible List9,1
epidemic,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,"/adj. 流行病,盛行；流行性/盛行的",,,bible List9,1
dormant,IELTS_BOOK,Chapter 3 动物保护,动物保护,,adj.,睡着/冬眠的. dorm睡眠,,,bible List9,1
germ,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,微生物，细菌,,,bible List9,1
hibernation,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,"冬眠. hibernate v.冬眠,蛰伏",,,bible List9,1
bacteria,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,bacterium为它的单数形式］细菌,,,bible List9,1
track,IELTS_BOOK,Chapter 3 动物保护,动物保护,,v.,/n. 追踪；足迹，踪迹，轨道,,,bible List9,1
virus,IELTS_BOOK,Chapter 3 动物保护,动物保护,,n.,病毒,,,bible List9,1
trace,IELTS_BOOK,Chapter 3 动物保护,动物保护,,v.,"/n.查出,追溯;痕迹. ~back to追溯到",,,bible List9,1
galaxy,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,"星系,银河系",,,bible List10,1
propulsion,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,推进力,,,bible List10,1
cosmos,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,宇宙,,,bible List10,1
pressure,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,压力,,,bible List10,1
universe,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,宇宙万物.universaladj.全世界的普遍的,,,bible List10,1
dynamics,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,"动力学,动态.dynamic发动的",,,bible List10,1
interstellar,IELTS_BOOK,Chapter 4 太空探索,太空探索,,adj.,星际的。inter在之间stell星.,,,bible List10,1
motion,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,"动作,移动.motiveadj.发动的n动机",,,bible List10,1
terrestrial,IELTS_BOOK,Chapter 4 太空探索,太空探索,,adj.,地球/陆地的.extraterrestrial外星人,,,bible List10,1
vent,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,/v. 排气口v.排放；发泄,,,bible List10,1
celestial,IELTS_BOOK,Chapter 4 太空探索,太空探索,,adj.,天上的,,,bible List10,1
tail,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,尾部,,,bible List10,1
astronomy,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,天文学.astronomical天文学的,,,bible List10,1
curve,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,"曲线,弧线. curvy adj. 弯曲的",,,bible List10,1
astrology,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,占星学；占星术,,,bible List10,1
exploration,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,探索,,,bible List10,1
astronaut,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,宇航员,,,bible List10,1
expedition,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,.远征，探险,,,bible List10,1
comet,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,彗星,,,bible List10,1
flyby,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,（航天器对行星或卫星的）飞掠,,,bible List10,1
meteorite,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,陨石,,,bible List10,1
observatory,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,天文台,,,bible List10,1
crater,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,(撞击或爆炸形成的）坑,,,bible List10,1
telescope,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,望远镜,,,bible List10,1
dust,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,尘土，灰尘，粉尘,,,bible List10,1
spectacle,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,壮观的景象；奇观；卜s］眼镜,,,bible List10,1
ash,IELTS_BOOK,Chapter 4 太空探索,太空探索,,v.,/n. 灰烬,,,bible List10,1
orbit,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,轨道,,,bible List10,1
envelope,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,外裹物，外层,,,bible List10,1
ecliptic,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,.黄道,,,bible List10,1
chunk,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,.厚块 a chunk of一厚块,,,bible List10,1
diameter,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,直径[daɪˈæmɪtə(r)],,,bible List10,1
spaceship,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,宇宙飞船,,,bible List10,1
substance,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,"物质,实质substantial大量/牢固的",,,bible List10,1
probe,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,太空探测器；详尽调查,,,bible List10,1
composition,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,成分，构成；作品；创作,,,bible List10,1
module,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,（航天器上各个独立的）舱；模块,,,bible List10,1
compound,IELTS_BOOK,Chapter 4 太空探索,太空探索,,n.,/adj/ 化合物adj.复合/组合的v.混合,,,bible List10,1
refraction,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,折射,,,bible List11,1
academic,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,学院/学术的Chinese~of Sciences,,,bible List11,1
ultraviolet,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj. 紫外线辐射，紫外线的,,,bible List11,1
study,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,/n 学习研究,,,bible List11,1
radioactive,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,"放射性的.radio发光/热,active活性",,,bible List11,1
acquire,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,获得;够得. acquisition n.获得,,,bible List11,1
distinct,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,"明显的,截然不同的.~from",,,bible List11,1
knowledge,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,知识，学识；知悉,,,bible List11,1
discernible,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,可辨别的。in+~ 不可辨别的,,,bible List11,1
expertise,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,专门知识/技能.expert n.专家,,,bible List11,1
invisible,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,看不见的,,,bible List11,1
novice,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,新手,,,bible List11,1
collision,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,/n. 冲突.a~with与..碰撞事故,,,bible List11,1
recruit,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,吸收. cru 生长,,,bible List11,1
squash,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,/n. 压扁 n.壁球,,,bible List11,1
literate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,有读写能力的. literacy n.读写能力,,,bible List11,1
fragment,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,/n. 碎；碎片,,,bible List11,1
illiteracy,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,文盲. eliminate~扫除文盲,,,bible List11,1
cataclysmic,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,剧变的；灾难性的,,,bible List11,1
numerate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,识数/有计算能力的. numeracy n.,,,bible List11,1
overwhelming,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,压倒性的.whelm淹没,,,bible List11,1
controversial,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,有争议的.a~issue有争议的事,,,bible List11,1
despair,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v. 绝望的.~of. desperate 没希望的,,,bible List11,1
issue,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"/v 重要问题,发行; 公布",,,bible List11,1
hopeless,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,无望的;极差的,,,bible List11,1
affair,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,事件，公共事务，政治事务,,,bible List11,1
education,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,教育；教育学,,,bible List11,1
puzzle,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v 难题; 是迷惑,,,bible List11,1
primary,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,最初的；小学教育的,,,bible List11,1
riddle,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,谜语，谜,,,bible List11,1
secondary,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,中等教育的；次要的,,,bible List11,1
obscure,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,难以理解的,,,bible List11,1
university,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,大学的,,,bible List11,1
instil,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,逐渐灌输. in进+stil滴,,,bible List11,1
college,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,学院；大学.go to~上大学,,,bible List11,1
cram,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"把…塞进,为应考临时死记硬背",,,bible List11,1
institute,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"研究所,学院. institution制度",,,bible List11,1
emphasise,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,强调，着重.emphasis n.,,,bible List11,1
academy,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"专科院校,私立中学,研究院,学会",,,bible List11,1
enhance,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,提高，增强,,,bible List11,1
excellent,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,优秀/杰岀的.excel v.擅长,,,bible List12,1
mentor,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,导师；顾问,,,bible List12,1
outstanding,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,突出的，杰出的,,,bible List12,1
tutor,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,•家庭教师,,,bible List12,1
brilliant,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,"光辉的, 聪颖,明亮的",,,bible List12,1
lecturer,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,大学的讲师.lecture n.演讲,,,bible List12,1
prestige,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,威/声望.prestigious adj,,,bible List12,1
assistant,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,助手，助理. TA主教,,,bible List12,1
reputation,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,名/声誉.reputable声誉好的,,,bible List12,1
candidate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,候选人；求职者,,,bible List12,1
eminent,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,著名的；杰出的,,,bible List12,1
degree,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"学位,程度to a certain~在某程度上",,,bible List12,1
notorious,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,声名狼藉的.notoriety坏名声,,,bible List12,1
qualify,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,使具备资格.~sb. for sth,,,bible List12,1
esteem,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,尊重.self-esteem自尊,,,bible List12,1
certify,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"证明,颁发证书. fi+ication证明",,,bible List12,1
respect,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v. 尊重尊敬,,,bible List12,1
license,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,.执照，许可证=licence,,,bible List12,1
diligent,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,勤奋的.diligent in勤勉于,,,bible List12,1
permit,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,许可证,,,bible List12,1
painstaking,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,极其仔细，辛苦的,,,bible List12,1
diploma,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,毕业文凭,,,bible List12,1
skill,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,技能. skilled 有技能的,,,bible List12,1
diplomat,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,外交官；善于交际的人,,,bible List12,1
approach,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v. 方法v.接近,,,bible List12,1
ambassador,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,大使,,,bible List12,1
scheme,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v. 计划，阴谋 v谋划,,,bible List12,1
pupil,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,小学生；瞳孔,,,bible List12,1
headmaster,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,男校长,,,bible List12,1
graduate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,大学毕业生postgraduate研究生,,,bible List12,1
principal,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"/adj. 大学校长,学院院长; 首要的",,,bible List12,1
ceremony,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,.典礼；礼节,,,bible List12,1
dean,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,学院院长，系主任,,,bible List12,1
bachelor,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,学士；单身汉,,,bible List12,1
faculty,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,系，院，全体教员,,,bible List12,1
master,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"/v.硕士 V.精通,控制",,,bible List12,1
professor,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,教授,,,bible List12,1
fresher,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,一年级新生freshman,,,bible List12,1
scholar,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,学者,,,bible List12,1
sophomore,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,大学或高中）二年级学生,,,bible List12,1
literature,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,文学/献. literary文学上的,,,bible List13,1
sketch,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v.概略v.概述,,,bible List13,1
article,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,文章,,,bible List13,1
brochure,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,小册子[ˈbrəʊʃə(r)],,,bible List13,1
author,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,.作者，作家,,,bible List13,1
manual,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj使用手册，指南adj.手工的,,,bible List13,1
tale,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,故事，传说. fairy tale,,,bible List13,1
frame,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"画/镜子等的框架；眼镜框,构架",,,bible List13,1
fiction,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,小说；虚构，杜撰,,,bible List13,1
index,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"/v.指数/标,索引；为…编索引",,,bible List13,1
story,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,make a long~short简而言之,,,bible List13,1
catalogue,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,.目录=catalog,,,bible List13,1
diary,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,日记，日记簿,,,bible List13,1
category,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,种类，类别，范畴,,,bible List13,1
poetry,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"诗,诗作. poem诗 poet诗人",,,bible List13,1
inventory,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,.库存；详细目录. an~,,,bible List13,1
magazine,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,杂志，期刊,,,bible List13,1
content,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,内容/目录/含量; 满足的be~with,,,bible List13,1
journal,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,日报周报,,,bible List13,1
context,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,上下文，语境；背景，来龙去脉,,,bible List13,1
coverage,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"新闻报道,覆盖范围",,,bible List13,1
list,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"一览表,目录；列举,把…列表",,,bible List13,1
bibliography,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,参考书目.biblio书graphy写/传记,,,bible List13,1
chapter,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,章;（人生或历史的）重要时期,,,bible List13,1
encyclopedia,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,百科全书. en进cyclo圈pedia教育,,,bible List13,1
volume,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,卷；体积，容积；音量,,,bible List13,1
biography,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,传记,,,bible List13,1
reel,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,卷轴；卷筒；一卷胶卷,,,bible List13,1
documentary,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj.纪录片/的.documentation证明文件,,,bible List13,1
subject,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,科目. subjective主观的,,,bible List13,1
series,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,连续一系列. a~of —连串的,,,bible List13,1
object,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v.物体/目标; 反对.objective客观的,,,bible List13,1
record,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"记录,履历. recorder记录员,录像机",,,bible List13,1
major,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v/adj.专业;主修;主要的。majority大多数,,,bible List13,1
file,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v 档案;把…归档.save a~保存文件,,,bible List13,1
minor,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj.辅修科目;不严重的minority少数派,,,bible List13,1
profile,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,概述；人物简介；侧面轮廓,,,bible List13,1
sociology,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,社会学.society社会 social社交,,,bible List13,1
draft,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v. 草稿；汇票v.起草,,,bible List13,1
politics,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,政治/学.political.政治的politic得当的,,,bible List13,1
geometry,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,几何学.geometric几何学的,,,bible List14,1
mean,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj. 平均数/值 ；平均的,,,bible List14,1
algebra,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,代数学，代数,,,bible List14,1
double,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,/n/v.两倍数的 ;两倍量; 加倍,,,bible List14,1
calculus,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,微积分；结石,,,bible List14,1
triple,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,/n/v.三重的; 三倍数; 使增至三倍,,,bible List14,1
plus,IELTS_BOOK,Chapter 5 学校教育,学校教育,,prep.,加上 adj.正数的，在零以上的,,,bible List14,1
quadruple,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,/n/v.四倍的;四倍;成四倍. quarter,,,bible List14,1
sum,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,总数，总和；金额,,,bible List14,1
multiple,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj. 倍数；多样的，数量多的,,,bible List14,1
total,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,"/n. 总的,全部的 ;总数",,,bible List14,1
minimum,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,最小值/限度. minimise使最小化,,,bible List14,1
merger,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,合并，归并,,,bible List14,1
maximum,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,最大值/限度.maximise使最大化,,,bible List14,1
equation,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,等/平衡/综合体/方程equivalent等的,,,bible List14,1
approximately,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adv.,[əˈprɒksɪmətli]大约.proximity接近,,,bible List14,1
identical,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,同一的. identity n.同一性,,,bible List14,1
chart,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,图，图表；海图,,,bible List14,1
minus,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,/p. 负的；prep.减（去）,,,bible List14,1
graph,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"图,图表.graphic adj.绘画的",,,bible List14,1
subtract,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,减去，减,,,bible List14,1
diagram,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,图表；示意图，图解,,,bible List14,1
multiply,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"乘,使相乘,使成倍增加,繁殖",,,bible List14,1
table,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,表格；桌子,,,bible List14,1
divide,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,除以；除,,,bible List14,1
matrix,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"矩阵,铸模《黑客帝国》The Matrix",,,bible List14,1
rectangle,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,长方形，矩形,,,bible List14,1
remainder,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,余数；剩余部分,,,bible List14,1
cube,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,立方/体/的东西. cubic立方形的,,,bible List14,1
rational,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj. 有理数;（数、式等）有理的,,,bible List14,1
angle,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,角；角度,,,bible List14,1
parameter,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,参数；起限定作用的因素,,,bible List14,1
triangle,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,三角形；三角关系,,,bible List14,1
variable,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"/adj. 变量,可变因素; 易变的",,,bible List14,1
diagonal,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,"/n. 斜纹/对角线的; 对角线,斜纹织物",,,bible List14,1
even,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,/adv均匀/偶数/相等的; 甚至,,,bible List14,1
straight,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,/adv直的;笔/直接地.come~to the point,,,bible List14,1
odd,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,奇数/古怪的. odds n.可能性,,,bible List14,1
circle,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"圆.circular圆/环的.circulate循环,传阅",,,bible List14,1
radiate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"辐射,发散radioactivity n.放射性",,,bible List15,1
formula,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,公式，方程式；原则；配方；,,,bible List15,1
emit,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"散发(光/热/气),发声. emission",,,bible List15,1
component,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,成分，组成部分,,,bible List15,1
transparent,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,透明的；易看穿的,,,bible List15,1
compose,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"组成,创作.composer作曲家be~ed of",,,bible List15,1
